headword,ipa,cefr,pos,source,pattern,group,gloss_en,gloss_ja,gloss_zh,gloss_ko
castle,/ˈkæsəl/,A2,名詞,cefr,,,,,,
cause,/kɑz/,A2,動詞,both,au → /ɑ/,team,,,,
cent,/sɛnt/,A2,名詞,both,e → /ɛ/,short,,,,
century,/ˈsɛntʃɚi/,A2,名詞,cefr,,,,,,
cereal,/ˈsɪriəl/,A2,名詞,cefr,,,,,,
certain,/ˈsɝtən/,A2,形容詞,cefr,,,,,,
certainly,/ˈsɝtənli/,A2,副詞,cefr,,,,,,
chain,/tʃeɪn/,A2,名詞,both,ai → /eɪ/,team,,,,
chairman,/ˈtʃɛrmən/,A2,名詞,cefr,,,,,,
challenge,/ˈtʃæləndʒ/,A2,名詞,cefr,,,,,,
champagne,/ʃæmˈpeɪn/,A2,名詞,cefr,,,,,,
championship,/ˈtʃæmpiənˌʃɪp/,A2,名詞,cefr,,,,,,
chance,/tʃæns/,A2,名詞,both,a → /æ/,short,,,,
chapter,/ˈtʃæptɚ/,A2,名詞,cefr,,,,,,
chart,/tʃɑrt/,A2,名詞,both,ar → /ɑr/,r,,,,
chat,/tʃæt/,A2,動詞,both,a → /æ/,short,,,,
cheap,/tʃip/,A2,形容詞,both,ea → /i/,team,,,,
cheek,/tʃik/,A2,名詞,both,ee → /i/,team,,,,
cheer,/tʃɪr/,A2,動詞,both,eer → /ɪr/,r,,,,
chef,/ʃɛf/,A2,名詞,both,e → /ɛ/,short,,,,
chemical,/ˈkɛməkəl/,A2,形容詞,cefr,,,,,,
cheque,/tʃɛk/,A2,名詞,cefr,,,,,,
chess,/tʃɛs/,A2,名詞,both,e → /ɛ/,short,,,,
chest,/tʃɛst/,A2,名詞,both,e → /ɛ/,short,,,,
childhood,/ˈtʃaɪldˌhʊd/,A2,名詞,cefr,,,,,,
chimpanzee,/tʃɪmˈpænzi/,A2,名詞,cefr,,,,,,
chin,/tʃɪn/,A2,名詞,both,i → /ɪ/,short,,,,
chirp,/tʃɝp/,A2,名詞,both,ir → /ɝ/,r,,,,
choice,/tʃɔɪs/,A2,名詞,both,oi → /ɔɪ/,team,,,,
cigarette,/ˌsɪɡɚˈɛt/,A2,名詞,cefr,,,,,,
citizen,/ˈsɪtəzən/,A2,名詞,cefr,,,,,,
claim,/kleɪm/,A2,動詞,both,ai → /eɪ/,team,,,,
classic,/ˈklæsɪk/,A2,形容詞,cefr,,,,,,
cleaner,/ˈklinɚ/,A2,名詞,cefr,,,,,,
clear,/klɪr/,A2,形容詞,both,ear → /ɪr/,r,,,,
clearly,/ˈklɪrli/,A2,副詞,cefr,,,,,,
clerk,/klɝk/,A2,名詞,both,er → /ɝ/,r,,,,
click,/klɪk/,A2,動詞,both,i → /ɪ/,short,,,,
climbing,/ˈklaɪmɪŋ/,A2,名詞,cefr,,,,,,
clone,/kloʊn/,A2,動詞,both,o_e → /oʊ/ (マジックe),long,,,,
clown,/klaʊn/,A2,名詞,both,ow → /aʊ/,team,,,,
clue,/klu/,A2,名詞,both,ue → /u/,team,,,,
coast,/koʊst/,A2,名詞,both,oa → /oʊ/,team,,,,
coin,/kɔɪn/,A2,名詞,both,oi → /ɔɪ/,team,,,,
cola,/ˈkoʊlə/,A2,名詞,cefr,,,,,,
column,/ˈkɑləm/,A2,名詞,cefr,,,,,,
comb,/koʊm/,A2,名詞,both,o → /oʊ/,long,,,,
comfortable,/ˈkʌmfɚtəbəl/,A2,形容詞,cefr,,,,,,
comic,/ˈkɑmɪk/,A2,形容詞 / 名詞,cefr,,,,,,
commitment,/kəˈmɪtmənt/,A2,名詞,cefr,,,,,,
committee,/kəˈmɪti/,A2,名詞,cefr,,,,,,
common,/ˈkɑmən/,A2,形容詞,cefr,,,,,,
communicate,/kəˈmjunəˌkeɪt/,A2,動詞,cefr,,,,,,
communication,/kəˌmjunəˈkeɪʃən/,A2,名詞,cefr,,,,,,
company,/ˈkʌmpəˌni/,A2,名詞,cefr,,,,,,
comparative,/kəmˈpɛrətɪv/,A2,名詞,cefr,,,,,,
compare,/kəmˈpɛr/,A2,動詞,cefr,,,,,,
competition,/ˌkɑmpəˈtɪʃən/,A2,名詞,cefr,,,,,,
complain,/kəmˈpleɪn/,A2,動詞,cefr,,,,,,
complaint,/kəmˈpleɪnt/,A2,名詞,cefr,,,,,,
complete,/kəmˈplit/,A2,形容詞,cefr,,,,,,
composer,/kəmˈpoʊzɚ/,A2,名詞,cefr,,,,,,
concentrate,/ˈkɑnsənˌtreɪt/,A2,動詞,cefr,,,,,,
concern,/kənˈsɝn/,A2,名詞,cefr,,,,,,
condition,/kənˈdɪʃən/,A2,名詞,cefr,,,,,,
confident,/ˈkɑnfədənt/,A2,形容詞,cefr,,,,,,
confuse,/kənˈfjuz/,A2,動詞,cefr,,,,,,
confused,/kənˈfjuzd/,A2,形容詞,cefr,,,,,,
consequence,/ˈkɑnsəkwəns/,A2,名詞,cefr,,,,,,
consider,/kənˈsɪdɚ/,A2,動詞,cefr,,,,,,
consist,/kənˈsɪst/,A2,動詞,cefr,,,,,,
contact,/ˈkɑnˌtækt/,A2,名詞 / 動詞,cefr,,,,,,
container,/kənˈteɪnɚ/,A2,名詞,cefr,,,,,,
context,/ˈkɑntɛkst/,A2,名詞,cefr,,,,,,
continent,/ˈkɑntənənt/,A2,名詞,cefr,,,,,,
continue,/kənˈtɪnju/,A2,動詞,cefr,,,,,,
contrast,/ˈkɑntræst/,A2,名詞,cefr,,,,,,
control,/kənˈtroʊl/,A2,名詞,cefr,,,,,,
convenience,/kənˈvinjəns/,A2,名詞,cefr,,,,,,
convenient,/kənˈvinjənt/,A2,形容詞,cefr,,,,,,
cooker,/ˈkʊkɚ/,A2,名詞,cefr,,,,,,
cooking,/ˈkʊkɪŋ/,A2,名詞,cefr,,,,,,
cooler,/ˈkulɚ/,A2,名詞,cefr,,,,,,
correctly,/kɚˈɛktli/,A2,副詞,cefr,,,,,,
cost,/kɑst/,A2,名詞 / 動詞,both,o → /ɑ/,short,,,,
count,/kaʊnt/,A2,動詞,both,ou → /aʊ/,team,,,,
country,/ˈkʌntri/,A2,名詞,cefr,,,,,,
countryside,/ˈkʌntriˌsaɪd/,A2,名詞,cefr,,,,,,
couple,/ˈkʌpəl/,A2,名詞,cefr,,,,,,
court,/kɔrt/,A2,名詞,both,our → /ɔr/,r,,,,
crazy,/ˈkreɪzi/,A2,形容詞,cefr,,,,,,
create,/kriˈeɪt/,A2,動詞,cefr,,,,,,
creative,/kriˈeɪtɪv/,A2,形容詞,cefr,,,,,,
creativity,/ˌkrieɪˈtɪvəti/,A2,名詞,cefr,,,,,,
creature,/ˈkritʃɚ/,A2,名詞,cefr,,,,,,
credit,/ˈkrɛdət/,A2,名詞,cefr,,,,,,
cricket,/ˈkrɪkət/,A2,名詞,cefr,,,,,,
crime,/kraɪm/,A2,名詞,both,i_e → /aɪ/ (マジックe),long,,,,
crisp,/krɪsp/,A2,名詞,both,i → /ɪ/,short,,,,
cross,/krɔs/,A2,名詞 / 動詞,both,o → /ɔ/,short,,,,
crowd,/kraʊd/,A2,名詞,both,ow → /aʊ/,team,,,,
crowded,/ˈkraʊdəd/,A2,形容詞,cefr,,,,,,
crown,/kraʊn/,A2,名詞,both,ow → /aʊ/,team,,,,
cruise,/kruz/,A2,名詞,both,ui → /u/,team,,,,
cupboard,/ˈkʌbɚd/,A2,名詞,cefr,,,,,,
curry,/ˈkʌri/,A2,名詞,cefr,,,,,,
curse,/kɝs/,A2,名詞,both,ur → /ɝ/,r,,,,
custom,/ˈkʌstəm/,A2,名詞,cefr,,,,,,
customer,/ˈkʌstəmɚ/,A2,名詞,cefr,,,,,,
cycling,/ˈsaɪkəlɪŋ/,A2,名詞,cefr,,,,,,
daily,/ˈdeɪli/,A2,形容詞 / 副詞,cefr,,,,,,
dam,/dæm/,A2,名詞,both,a → /æ/,short,,,,
dancer,/ˈdænsɚ/,A2,名詞,cefr,,,,,,
danger,/ˈdeɪndʒɚ/,A2,名詞,cefr,,,,,,
dangerous,/ˈdeɪndʒɚəs/,A2,形容詞,cefr,,,,,,
daylight,/ˈdeɪˌlaɪt/,A2,名詞,cefr,,,,,,
dead,/dɛd/,A2,形容詞,both,ea → /ɛ/,team,,,,
deal,/dil/,A2,名詞,both,ea → /i/,team,,,,
death,/dɛθ/,A2,名詞,both,ea → /ɛ/,team,,,,
debate,/dəˈbeɪt/,A2,名詞,cefr,,,,,,
decide,/ˌdɪˈsaɪd/,A2,動詞,cefr,,,,,,
deep,/dip/,A2,副詞,both,ee → /i/,team,,,,
deeply,/ˈdipli/,A2,副詞,cefr,,,,,,
degree,/dɪˈɡri/,A2,名詞,cefr,,,,,,
delay,/dɪˈleɪ/,A2,名詞,cefr,,,,,,
dentist,/ˈdɛntəst/,A2,名詞,cefr,,,,,,
depend,/dɪˈpɛnd/,A2,動詞,cefr,,,,,,
description,/dɪˈskrɪpʃən/,A2,名詞,cefr,,,,,,
desert,/ˈdɛzɚt/,A2,名詞,cefr,,,,,,
dessert,/dɪˈzɝt/,A2,名詞,cefr,,,,,,
destroy,/dɪˈstrɔɪ/,A2,動詞,cefr,,,,,,
detail,/dɪˈteɪl/,A2,名詞,cefr,,,,,,
develop,/dɪˈvɛləp/,A2,動詞,cefr,,,,,,
developed,/dɪˈvɛləpt/,A2,形容詞,cefr,,,,,,
diamond,/ˈdaɪmənd/,A2,名詞,cefr,,,,,,
diary,/ˈdaɪɚi/,A2,名詞,cefr,,,,,,
die,/daɪ/,A2,動詞,both,ie → /aɪ/,team,,,,
diet,/ˈdaɪət/,A2,名詞,cefr,,,,,,
differently,/ˈdɪfrəntli/,A2,副詞,cefr,,,,,,
difficulty,/ˈdɪfəkəlti/,A2,名詞,cefr,,,,,,
dinosaur,/ˈdaɪnəˌsɔr/,A2,名詞,cefr,,,,,,
direct,/dɚˈɛkt/,A2,形容詞,cefr,,,,,,
direction,/dɚˈɛkʃən/,A2,名詞,cefr,,,,,,
director,/dɚˈɛktɚ/,A2,名詞,cefr,,,,,,
disadvantage,/ˌdɪsədˈvæntɪdʒ/,A2,名詞,cefr,,,,,,
disagree,/dɪsəˈɡri/,A2,動詞,cefr,,,,,,
disappear,/ˌdɪsəˈpɪr/,A2,動詞,cefr,,,,,,
disappointed,/ˌdɪsəˈpɔɪntɪd/,A2,形容詞,cefr,,,,,,
disappointing,/ˌdɪsəˈpɔɪntɪŋ/,A2,形容詞,cefr,,,,,,
disco,/ˈdɪskoʊ/,A2,名詞,cefr,,,,,,
discover,/dɪˈskʌvɚ/,A2,動詞,cefr,,,,,,
discussion,/dɪˈskʌʃən/,A2,名詞,cefr,,,,,,
dishonest,/dɪˈsɑnəst/,A2,形容詞,cefr,,,,,,
dislike,/dɪˈslaɪk/,A2,名詞,cefr,,,,,,
display,/dɪˈspleɪ/,A2,名詞,cefr,,,,,,
disturb,/dɪˈstɝb/,A2,動詞,cefr,,,,,,
divide,/dɪˈvaɪd/,A2,動詞,cefr,,,,,,
dizzy,/ˈdɪzi/,A2,形容詞,cefr,,,,,,
done,/dʌn/,A2,do-verb,cefr,,,,,,
double,/ˈdʌbəl/,A2,形容詞,cefr,,,,,,
doubt,/daʊt/,A2,名詞,cefr,,,,,,
download,/ˈdaʊnˌloʊd/,A2,動詞,cefr,,,,,,
downstairs,/daʊnˈstɛrz/,A2,副詞,cefr,,,,,,
downtown,/daʊnˈtaʊn/,A2,副詞,cefr,,,,,,
drawer,/drɔr/,A2,名詞,both,aw → /ɔ/,team,,,,
drawing,/ˈdrɔɪŋ/,A2,名詞,cefr,,,,,,
dressed,/drɛst/,A2,形容詞,cefr,,,,,,
drill,/drɪl/,A2,名詞,both,i → /ɪ/,short,,,,
drug,/drʌɡ/,A2,名詞,both,u → /ʌ/,short,,,,
drugstore,/ˈdrʌɡˌstɔr/,A2,名詞,cefr,,,,,,
duck,/dʌk/,A2,名詞,both,u → /ʌ/,short,,,,
during,/ˈdʊrɪŋ/,A2,前置詞,cefr,,,,,,
dust,/dʌst/,A2,名詞,both,u → /ʌ/,short,,,,
earn,/ɝn/,A2,動詞,both,ear → /ɝ/,r,,,,
earring,/ˈɪrɪŋ/,A2,名詞,cefr,,,,,,
earth,/ɝθ/,A2,名詞,both,ear → /ɝ/,r,,,,
earthquake,/ˈɝθˌkweɪk/,A2,名詞,cefr,,,,,,
easily,/ˈizəli/,A2,副詞,cefr,,,,,,
east,/ist/,A2,形容詞 / 副詞 / 名詞,both,ea → /i/,team,,,,
editor,/ˈɛdətɚ/,A2,名詞,cefr,,,,,,
education,/ˌɛdʒəˈkeɪʃən/,A2,名詞,cefr,,,,,,
educational,/ˌɛdʒəˈkeɪʃənəl/,A2,形容詞,cefr,,,,,,
effect,/ɪˈfɛkt/,A2,名詞,cefr,,,,,,
effort,/ˈɛfɚt/,A2,名詞,cefr,,,,,,
elderly,/ˈɛldɚli/,A2,形容詞,cefr,,,,,,
electric,/ɪˈlɛktrɪk/,A2,形容詞,cefr,,,,,,
elephant,/ˈɛləfənt/,A2,名詞,cefr,,,,,,
elevator,/ˈɛləˌveɪtɚ/,A2,名詞,cefr,,,,,,
elsewhere,/ˈɛlˌswɛr/,A2,副詞,cefr,,,,,,
email,/iˈmeɪl/,A2,動詞,cefr,,,,,,
embarrassing,/ɪmˈbɛrəsɪŋ/,A2,形容詞,cefr,,,,,,
emergency,/ɪˈmɝdʒənsi/,A2,名詞,cefr,,,,,,
empty,/ˈɛmpti/,A2,形容詞,cefr,,,,,,
encourage,/ɛnˈkɝɪdʒ/,A2,動詞,cefr,,,,,,
endangered,/ɛnˈdeɪndʒɚd/,A2,形容詞,cefr,,,,,,
ending,/ˈɛndɪŋ/,A2,名詞,cefr,,,,,,
energetic,/ˌɛnɚˈdʒɛtɪk/,A2,形容詞,cefr,,,,,,
enormous,/ɪˈnɔrməs/,A2,形容詞,cefr,,,,,,
enough,/ɪˈnʌf/,A2,副詞 / 限定詞 / 代名詞,cefr,,,,,,
enter,/ˈɛntɚ/,A2,動詞,cefr,,,,,,
entertainment,/ˌɛntɚˈteɪnmənt/,A2,名詞,cefr,,,,,,
entrance,/ˈɛntrəns/,A2,名詞,cefr,,,,,,
envelope,/ˈɛnvəˌloʊp/,A2,名詞,cefr,,,,,,
envy,/ˈɛnvi/,A2,名詞,cefr,,,,,,
episode,/ˈɛpəˌsoʊd/,A2,名詞,cefr,,,,,,
error,/ˈɛrɚ/,A2,名詞,cefr,,,,,,
escalator,/ˈɛskəˌleɪtɚ/,A2,名詞,cefr,,,,,,
escape,/ɪˈskeɪp/,A2,名詞,cefr,,,,,,
especially,/əˈspɛʃli/,A2,副詞,cefr,,,,,,
essay,/ɛˈseɪ/,A2,名詞,cefr,,,,,,
establish,/ɪˈstæblɪʃ/,A2,動詞,cefr,,,,,,
euro,/ˈjuroʊ/,A2,名詞,cefr,,,,,,
even,/ˈivɪn/,A2,副詞,cefr,,,,,,
ever,/ˈɛvɚ/,A2,副詞,cefr,,,,,,
evidence,/ˈɛvədəns/,A2,名詞,cefr,,,,,,
exactly,/ɪɡˈzæktli/,A2,副詞,cefr,,,,,,
exam,/ɪɡˈzæm/,A2,名詞,cefr,,,,,,
except,/ɪkˈsɛpt/,A2,接続詞 / 前置詞,cefr,,,,,,
exchange,/ɪksˈtʃeɪndʒ/,A2,名詞,cefr,,,,,,
exhibition,/ˌɛksəˈbɪʃən/,A2,名詞,cefr,,,,,,
exist,/ɪɡˈzɪst/,A2,動詞,cefr,,,,,,
expect,/ɪkˈspɛkt/,A2,動詞,cefr,,,,,,
experience,/ɪkˈspɪriəns/,A2,名詞,cefr,,,,,,
expert,/ˈɛkspɚt/,A2,名詞,cefr,,,,,,
explain,/ɪkˈspleɪn/,A2,動詞,cefr,,,,,,
explanation,/ˌɛkspləˈneɪʃən/,A2,名詞,cefr,,,,,,
explore,/ɪkˈsplɔr/,A2,動詞,cefr,,,,,,
express,/ɪkˈsprɛs/,A2,名詞,cefr,,,,,,
expression,/ɪkˈsprɛʃən/,A2,名詞,cefr,,,,,,
extra,/ˈɛkstrə/,A2,形容詞 / 副詞,cefr,,,,,,
extremely,/ɛkˈstrimli/,A2,副詞,cefr,,,,,,
fact,/fækt/,A2,名詞,both,a → /æ/,short,,,,
fail,/feɪl/,A2,動詞,both,ai → /eɪ/,team,,,,
fairly,/ˈfɛrli/,A2,副詞,cefr,,,,,,
fall,/fɔl/,A2,動詞,both,a → /ɔ/,long,,,,
familiar,/fəˈmɪljɚ/,A2,形容詞,cefr,,,,,,
fancy,/ˈfænsi/,A2,形容詞,cefr,,,,,,
fantastic,/fænˈtæstɪk/,A2,形容詞,cefr,,,,,,
far,/fɑr/,A2,副詞,both,ar → /ɑr/,r,,,,
fare,/fɛr/,A2,名詞,both,are → /ɛr/,r,,,,
fascinating,/ˈfæsəˌneɪtɪŋ/,A2,形容詞,cefr,,,,,,
fashion,/ˈfæʃən/,A2,名詞,cefr,,,,,,
fault,/fɔlt/,A2,名詞,both,au → /ɔ/,team,,,,
fear,/fɪr/,A2,名詞,both,ear → /ɪr/,r,,,,
feather,/ˈfɛðɚ/,A2,名詞,cefr,,,,,,
feature,/ˈfitʃɚ/,A2,名詞,cefr,,,,,,
fee,/fi/,A2,名詞,both,ee → /i/,team,,,,
female,/ˈfiˌmeɪl/,A2,形容詞,cefr,,,,,,
fence,/fɛns/,A2,名詞,both,e → /ɛ/,short,,,,
few,/fju/,A2,限定詞,both,ew → /ju/,team,,,,
fiction,/ˈfɪkʃən/,A2,名詞,cefr,,,,,,
fighter,/ˈfaɪtɚ/,A2,名詞,cefr,,,,,,
figure,/ˈfɪɡjɚ/,A2,名詞 / 動詞,cefr,,,,,,
film,/fɪlm/,A2,名詞,both,i → /ɪ/,short,,,,
final,/ˈfaɪnəl/,A2,形容詞 / 名詞,cefr,,,,,,
finally,/ˈfaɪnəli/,A2,副詞,cefr,,,,,,
fisherman,/ˈfɪʃɚˌmæn/,A2,名詞,cefr,,,,,,
fit,/fɪt/,A2,形容詞,both,i → /ɪ/,short,,,,
fix,/fɪks/,A2,名詞,both,i → /ɪ/,short,,,,
flea,/fli/,A2,名詞,both,ea → /i/,team,,,,
flight,/flaɪt/,A2,名詞,both,igh → /aɪ/,team,,,,
float,/floʊt/,A2,名詞,both,oa → /oʊ/,team,,,,
flood,/flʌd/,A2,名詞,cefr,,,,,,
flour,/ˈflaʊɚ/,A2,名詞,cefr,,,,,,
fog,/fɑɡ/,A2,名詞,both,o → /ɑ/,short,,,,
folder,/ˈfoʊldɚ/,A2,名詞,cefr,,,,,,
follow,/ˈfɑloʊ/,A2,動詞,cefr,,,,,,
fool,/ful/,A2,名詞,both,oo → /u/,team,,,,
forbid,/fɚˈbɪd/,A2,動詞,cefr,,,,,,
force,/fɔrs/,A2,名詞,both,or → /ɔr/,r,,,,
forest,/ˈfɔrəst/,A2,名詞,cefr,,,,,,
forever,/fɚˈɛvɚ/,A2,副詞,cefr,,,,,,
fork,/fɔrk/,A2,名詞,both,or → /ɔr/,r,,,,
fortunately,/ˈfɔrtʃənətli/,A2,副詞,cefr,,,,,,
fortune,/ˈfɔrtʃən/,A2,名詞,cefr,,,,,,
forward,/ˈfɔrwɚd/,A2,副詞,cefr,,,,,,
frame,/freɪm/,A2,名詞,both,a_e → /eɪ/ (マジックe),long,,,,
frank,/fræŋk/,A2,形容詞,cefr,,,,,,
freedom,/ˈfridəm/,A2,名詞,cefr,,,,,,
freeze,/friz/,A2,動詞,both,ee → /i/,long,,,,
fresh,/frɛʃ/,A2,形容詞,both,e → /ɛ/,short,,,,
fridge,/frɪdʒ/,A2,名詞,both,i → /ɪ/,short,,,,
fried,/fraɪd/,A2,形容詞,cefr,,,,,,
friendship,/ˈfrɛndʃɪp/,A2,名詞,cefr,,,,,,
frighten,/ˈfraɪtən/,A2,動詞,cefr,,,,,,
frightened,/ˈfraɪtənd/,A2,形容詞,cefr,,,,,,
frightening,/ˈfraɪtənɪŋ/,A2,形容詞,cefr,,,,,,
fry,/fraɪ/,A2,名詞,both,y → /aɪ/,long,,,,
fully,/ˈfʊli/,A2,副詞,cefr,,,,,,
function,/ˈfʌŋkʃən/,A2,動詞,cefr,,,,,,
furniture,/ˈfɝnɪtʃɚ/,A2,名詞,cefr,,,,,,
further,/ˈfɝðɚ/,A2,形容詞,cefr,,,,,,
gallery,/ˈɡælɚi/,A2,名詞,cefr,,,,,,
garage,/ɡɚˈɑʒ/,A2,名詞,cefr,,,,,,
garlic,/ˈɡɑrlɪk/,A2,名詞,cefr,,,,,,
gas,/ɡæs/,A2,名詞,cefr,,,,,,
gate,/ɡeɪt/,A2,名詞,both,a_e → /eɪ/ (マジックe),long,,,,
gather,/ˈɡæðɚ/,A2,動詞,cefr,,,,,,
gender,/ˈdʒɛndɚ/,A2,名詞,cefr,,,,,,
generation,/ˌdʒɛnɚˈeɪʃən/,A2,名詞,cefr,,,,,,
gentle,/ˈdʒɛntəl/,A2,形容詞,cefr,,,,,,
given,/ˈɡɪvən/,A2,形容詞,cefr,,,,,,
globe,/ɡloʊb/,A2,名詞,both,o_e → /oʊ/ (マジックe),long,,,,
glove,/ɡlʌv/,A2,名詞,cefr,,,,,,
golden,/ˈɡoʊldən/,A2,形容詞,cefr,,,,,,
golf,/ɡɑlf/,A2,名詞,both,o → /ɑ/,short,,,,
government,/ˈɡʌvɚmənt/,A2,名詞,cefr,,,,,,
grace,/ɡreɪs/,A2,名詞,both,a → /eɪ/,long,,,,
gradually,/ˈɡrædʒuəli/,A2,副詞,cefr,,,,,,
graduate,/ˈɡrædʒəwət/,A2,動詞,cefr,,,,,,
grandchild,/ˈɡrændˌtʃaɪld/,A2,名詞,cefr,,,,,,
granddad,/ˈɡrænˌdæd/,A2,名詞,cefr,,,,,,
granddaughter,/ˈɡrænˌdɔtɚ/,A2,名詞,cefr,,,,,,
grandson,/ˈɡrændˌsʌn/,A2,名詞,cefr,,,,,,
granny,/ˈɡræni/,A2,名詞,cefr,,,,,,
grateful,/ˈɡreɪtfəl/,A2,形容詞,cefr,,,,,,
greatly,/ˈɡreɪtli/,A2,副詞,cefr,,,,,,
greedy,/ˈɡridi/,A2,形容詞,cefr,,,,,,
grilled,/ɡrɪld/,A2,形容詞,cefr,,,,,,
guard,/ɡɑrd/,A2,名詞,cefr,,,,,,
guidebook,/ˈɡaɪdˌbʊk/,A2,名詞,cefr,,,,,,
gun,/ɡʌn/,A2,名詞,both,u → /ʌ/,short,,,,
ham,/hæm/,A2,名詞,both,a → /æ/,short,,,,
handbag,/ˈhændˌbæɡ/,A2,名詞,cefr,,,,,,
handicapped,/ˈhændiˌkæpt/,A2,形容詞,cefr,,,,,,
handle,/ˈhændəl/,A2,名詞,cefr,,,,,,
happily,/ˈhæpəli/,A2,副詞,cefr,,,,,,
happiness,/ˈhæpinəs/,A2,名詞,cefr,,,,,,
hardly,/ˈhɑrdli/,A2,副詞,cefr,,,,,,
harm,/hɑrm/,A2,動詞,both,ar → /ɑr/,r,,,,
harmful,/ˈhɑrmfəl/,A2,形容詞,cefr,,,,,,
harmony,/ˈhɑrməni/,A2,名詞,cefr,,,,,,
harvest,/ˈhɑrvəst/,A2,名詞,cefr,,,,,,
hate,/heɪt/,A2,動詞,both,a_e → /eɪ/ (マジックe),long,,,,
headphone,/ˈhɛdˌfoʊn/,A2,名詞,cefr,,,,,,
heat,/hit/,A2,名詞,both,ea → /i/,team,,,,
heating,/ˈhitɪŋ/,A2,名詞,cefr,,,,,,
heavily,/ˈhɛvəli/,A2,副詞,cefr,,,,,,
helpful,/ˈhɛlpfəl/,A2,形容詞,cefr,,,,,,
hero,/ˈhɪroʊ/,A2,名詞,cefr,,,,,,
herself,/hɚˈsɛlf/,A2,代名詞,cefr,,,,,,
hey,/heɪ/,A2,間投詞,both,ey → /eɪ/,team,,,,
highway,/ˈhaɪˌweɪ/,A2,名詞,cefr,,,,,,
hike,/haɪk/,A2,名詞,both,i_e → /aɪ/ (マジックe),long,,,,
hiking,/ˈhaɪkɪŋ/,A2,名詞,cefr,,,,,,
himself,/hɪmˈsɛlf/,A2,代名詞,cefr,,,,,,
hit,/hɪt/,A2,動詞,both,i → /ɪ/,short,,,,
hockey,/ˈhɑki/,A2,名詞,cefr,,,,,,
honey,/ˈhʌni/,A2,名詞,cefr,,,,,,
horror,/ˈhɔrɚ/,A2,名詞,cefr,,,,,,
host,/hoʊst/,A2,名詞,both,o → /oʊ/,long,,,,
however,/ˌhaʊˈɛvɚ/,A2,副詞,cefr,,,,,,
hug,/hʌɡ/,A2,動詞,both,u → /ʌ/,short,,,,
human,/ˈhjumən/,A2,形容詞,cefr,,,,,,
hundred,/ˈhʌndrəd/,A2,数詞,cefr,,,,,,
hunter,/ˈhʌntɚ/,A2,名詞,cefr,,,,,,
id,/ɪd/,A2,名詞,both,i → /ɪ/,short,,,,
ill,/ɪl/,A2,形容詞,both,i → /ɪ/,short,,,,
illegal,/ˌɪˈliɡəl/,A2,形容詞,cefr,,,,,,
image,/ˈɪmədʒ/,A2,名詞,cefr,,,,,,
imagination,/ˌɪmædʒəˈneɪʃən/,A2,名詞,cefr,,,,,,
impact,/ˌɪmˈpækt/,A2,名詞,cefr,,,,,,
impatient,/ˌɪmˈpeɪʃənt/,A2,形容詞,cefr,,,,,,
importance,/ˌɪmˈpɔrtəns/,A2,名詞,cefr,,,,,,
importantly,/ˌɪmˈpɔrtəntli/,A2,副詞,cefr,,,,,,
impossible,/ˌɪmˈpɑsəbəl/,A2,形容詞,cefr,,,,,,
impress,/ˌɪmˈprɛs/,A2,動詞,cefr,,,,,,
improve,/ˌɪmˈpruv/,A2,動詞,cefr,,,,,,
inch,/ɪntʃ/,A2,名詞,both,i → /ɪ/,short,,,,
include,/ˌɪnˈklud/,A2,動詞,cefr,,,,,,
increase,/ˌɪnˈkris/,A2,動詞,cefr,,,,,,
indeed,/ˌɪnˈdid/,A2,副詞,cefr,,,,,,
independence,/ˌɪndɪˈpɛndəns/,A2,名詞,cefr,,,,,,
indicate,/ˈɪndəˌkeɪt/,A2,動詞,cefr,,,,,,
indoor,/ˈɪnˌdɔr/,A2,形容詞,cefr,,,,,,
inexpensive,/ˌɪnɪkˈspɛnsɪv/,A2,形容詞,cefr,,,,,,
influence,/ˈɪnfluəns/,A2,名詞,cefr,,,,,,
injure,/ˈɪndʒɚ/,A2,動詞,cefr,,,,,,
inner,/ˈɪnɚ/,A2,形容詞,cefr,,,,,,
insect,/ˈɪnˌsɛkt/,A2,名詞,cefr,,,,,,
inspiration,/ˌɪnspɚˈeɪʃən/,A2,名詞,cefr,,,,,,
instant,/ˈɪnstənt/,A2,形容詞,cefr,,,,,,
instead,/ˌɪnˈstɛd/,A2,副詞,cefr,,,,,,
instrument,/ˈɪnstrəmənt/,A2,名詞,cefr,,,,,,
intelligence,/ˌɪnˈtɛlədʒəns/,A2,名詞,cefr,,,,,,
intelligent,/ˌɪnˈtɛlədʒənt/,A2,形容詞,cefr,,,,,,
interest,/ˈɪntrəst/,A2,名詞,cefr,,,,,,
international,/ˌɪntɚˈnæʃənəl/,A2,形容詞,cefr,,,,,,
invade,/ˌɪnˈveɪd/,A2,動詞,cefr,,,,,,
invent,/ˌɪnˈvɛnt/,A2,動詞,cefr,,,,,,
invention,/ˌɪnˈvɛnʃən/,A2,名詞,cefr,,,,,,
invite,/ˌɪnˈvaɪt/,A2,動詞,cefr,,,,,,
issue,/ˈɪʃu/,A2,名詞,cefr,,,,,,
itself,/ˌɪtˈsɛlf/,A2,代名詞,cefr,,,,,,
jam,/dʒæm/,A2,名詞,both,a → /æ/,short,,,,
jelly,/ˈdʒɛli/,A2,名詞,cefr,,,,,,
joke,/dʒoʊk/,A2,名詞,both,o_e → /oʊ/ (マジックe),long,,,,
